 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
頭暈耳鳴 -0.18885322 0.13646856 -0.19368897 -0.16146922 0.23405428 -0.152906 -2.1453297 -0.24584997 -0.28798637 0.18810979 -0.09564072 -0.18003017 -0.25401723 -0.33144256 -0.18592761 -2.1435597 -0.02848312 0.10025106 -0.1313416 -0.60388845 1.4679809 -0.6581463 -0.13246353 -0.2671521 -0.2019242 0.115582995 0.08896609 -0.4996487 -0.4343453 -0.05464285 0.07781234 0.4410627 0.08897498 0.069224775 -0.21689135 -0.18426313 -0.4316343 0.2603372 -0.09501392 -0.10883286 -0.24554779 -0.19514197 0.3533575 -0.3071675 0.06329526 0.069032185 -0.23580714 0.10116308 0.20477381 0.006345477 -0.23608941 0.10024766 0.18377359 0.21457069 0.13069512 -0.25635514 -0.101242125 -0.6038891 -0.1793416 -0.10965251 -0.016530877 0.03451344 0.113116585 0.081922844 0.10078948 2.184167 -0.10124403 -0.12771633 -0.15823506 -0.16285862 -0.23342662 -0.19461404 0.23652454 -0.7138014 -0.472167 -0.236253 -0.060007527 0.27805024 0.1607957 -0.016274175 -0.09748228 -0.23862623 0.06060219 0.015813343 0.20106837 0.106202334 -0.2601081 -2.1581266 -0.22972846 -0.15467139
手足逆冷 -0.13693377 0.52949786 0.1414371 -0.20537646 0.022183256 -0.046918213 -2.0483673 0.03019882 -0.3166817 0.36892846 0.0030238484 0.16168699 0.23168075 0.036817987 -0.17125435 -2.0464602 0.1333693 0.22114626 0.08833523 -0.14968652 1.3285277 -0.18495783 -0.2069737 -0.04949036 0.031267498 -0.066297546 -0.043890588 -0.2848022 -0.28384966 -0.0013734623 0.025210213 0.20459884 -0.05816451 0.13619381 -0.36531165 -0.15819263 -0.063803464 0.031442184 -0.059318542 -0.046594 -0.00022897347 -0.104707845 0.3259998 -0.1244026 -0.080932885 0.14632502 0.18147637 -0.11780698 -0.16508749 -0.03399523 -0.34021837 -0.078327164 0.15984482 -0.47759166 -0.3518893 0.02924862 -0.22187437 -0.14968717 -0.21442561 -0.18225315 -0.038021453 -0.16815759 -0.16594198 0.13988589 0.050876185 2.1135802 0.27565023 0.22064568 0.13066591 0.1768609 -0.18217927 0.032624733 -0.0037252193 -0.31323692 -0.51186466 0.0043141837 -0.019168818 0.09635204 0.05809261 -0.10429979 0.18560077 -0.11301623 -0.24284226 -0.30269969 -0.019694047 0.15756676 -0.059723567 -2.0796096 0.008775473 0.05366101
身熱頭痛 -0.012640083 0.30585515 0.0808256 -0.078159705 0.052455705 -0.019736534 -2.9335144 -0.18803737 -0.014812797 0.30290687 -0.34871402 0.23179811 -0.1386443 0.18880028 0.25356376 -2.9340985 0.13705504 0.0018575523 0.021404004 -0.58171314 1.5747668 -0.5526485 -0.08640309 -0.5714946 -0.0247222 0.120905295 0.033206973 -0.24035288 -0.34024465 -0.18542653 -0.028657556 -0.039975986 0.26880005 -0.04074516 -0.3170148 0.24327378 -0.0033894551 0.57752 -0.27159876 -0.28113484 -0.59350353 -0.22088344 0.28232744 0.17234355 0.12636337 0.3710867 -0.22918901 0.13161074 -0.5378665 0.10640843 -0.25942925 -0.20015417 -0.08432042 -0.07298512 0.31616992 -0.18768048 0.04552888 -0.58171254 -0.05438821 -0.12853226 0.17495012 -0.2179667 0.11938155 -0.10866393 0.17139544 2.9206135 0.1182078 0.18421417 -0.037302375 -0.13755864 0.27019426 -0.2734308 0.5879173 -0.5747761 -0.32802615 -0.5869162 -0.11454293 0.5525381 0.11175733 0.014074553 -0.1771525 -0.24635646 0.043028526 -0.064637594 0.030042782 0.2563347 -0.27059686 -2.9361534 -0.5888934 -0.07689896
驚厥 -0.15201831 0.36654025 0.06750507 0.05627649 -0.07317693 -0.082914814 -2.1081653 -0.20407645 0.064905696 0.4069369 -0.17092605 -0.0401792 -0.21457285 -0.17301573 -0.014351507 -2.1090145 0.47603616 0.22376391 -0.05915339 -0.44907805 1.5623124 -0.11346232 0.26125628 -0.20810221 -0.38242948 0.15228744 0.4925431 -0.2326393 -0.37189808 -0.22555709 0.02702446 0.076030314 0.3546336 0.30044246 -0.35779163 -0.15106604 -0.30452558 0.2069078 -0.09292192 -0.06746025 -0.21852262 -0.091802225 0.48354954 0.4617901 -0.13352424 0.13943753 -0.19718432 0.10397276 -0.216814 0.22121333 -0.09177536 -0.06767309 -0.016833441 0.27903977 -0.0022370778 -0.05825536 0.097481705 -0.44907725 0.19970892 -0.06373123 0.12500969 -0.15075 0.07127042 -0.05509957 0.056836925 2.0934818 -0.016848512 0.039767366 -0.23105809 -0.15168357 0.025372371 0.065133706 0.20460203 -0.14312088 -0.5346492 -0.20209262 -0.063005716 0.21114358 0.016474841 -0.11625058 -0.20586908 -0.34369048 0.37738562 -0.06567843 -0.5561083 0.20926483 -0.14378163 -2.1108396 -0.2031341 0.06420906
癲狂癇證 -0.19849223 0.20511706 0.5609246 -0.19345748 0.2066923 -0.3159277 -2.3564363 -0.054238062 -0.25427014 0.0024162831 -0.26122388 0.1891684 0.107444495 0.05479095 -0.17960073 -2.3569381 -0.095672354 0.20012581 0.3160979 -0.6537568 1.3782605 -0.19946142 0.09909722 -0.58450586 -0.3121935 0.24668892 0.14689662 -0.68208927 -0.27647945 -0.18786895 0.25828484 0.35927325 0.38396508 -0.07908263 -0.52412134 -0.17381689 -0.42524132 0.5793424 -0.39609864 -0.59464455 -0.54475456 -0.2026742 0.6957634 0.037807766 -0.038061064 0.06353259 -0.21911599 -0.0418132 -0.41567615 0.21979181 -0.14470625 -0.07020945 0.02300432 -0.17565033 -0.05596158 0.23331527 -0.36825475 -0.6537558 0.1682982 -0.15195614 -0.122290105 0.10031724 -0.07000072 -0.16267323 0.07158609 2.3514547 0.247426 0.1318682 -0.41981763 -0.21409234 0.026650047 -0.025516573 0.5578217 -0.07552684 -0.49560162 -0.5598963 -0.20497395 0.59034383 -0.09758764 -0.09273638 -0.15807942 -0.24519558 -0.28404483 -0.19294947 -0.05756517 0.1159675 -0.21449 -2.363704 -0.5493768 -0.121967055
疔瘡發背 0.3914113 0.1704135 0.42072776 -0.47031325 -0.27402726 -0.093065746 -2.9962542 0.04758401 -0.340396 0.0049342965 -0.5553285 0.019392684 -0.19564807 -0.07247644 0.035716157 -2.9957895 0.16439138 0.011929488 0.2525416 -0.5958494 1.3684373 -0.669157 0.08714616 -0.74673843 -0.0654631 -0.06451074 -0.23771311 -0.36687377 -0.2299665 -0.2569172 0.07480966 0.045212943 0.0037110085 -0.09225479 0.13684641 -0.2047113 -0.31262103 0.7512072 -0.32863244 -0.43162313 -0.7555123 0.20732562 0.4210262 0.12392035 -0.012608525 -0.4584537 -0.66299736 0.035356022 0.02210256 0.5390011 -0.3303174 0.023312233 0.19947134 -0.24155411 -0.0879215 0.03663906 0.17368516 -0.5958478 -0.22127701 -0.089305185 0.51111364 0.021430753 -0.507963 -0.120483525 0.160164 2.99644 -0.2519484 -0.050416518 -0.3500985 0.11949063 0.016321626 0.3738513 0.7485459 -0.7827548 -0.7423749 -0.7458827 0.04215528 0.7311214 0.26861966 0.2610413 -0.28790492 0.26007283 -0.03537569 0.08959407 -0.19256756 0.3841848 -0.49752867 -2.9944139 -0.7426715 -0.34409145
喘逆 0.065849796 0.36275488 0.5075122 -0.03713642 -0.14638528 -0.16643101 -1.6908228 -0.4505916 -0.054039985 0.2585804 -0.083307944 0.28932285 0.056688663 0.26004863 0.09321057 -1.6921227 -0.20633629 0.20199668 0.033485938 -0.08652901 1.5495895 0.19750278 0.12108502 -0.009214376 -0.16882642 0.110832796 0.108392045 -0.37759104 -0.4779369 -0.083626755 -0.27212644 0.44149643 0.32979885 0.028989922 -0.18459427 0.15276851 -0.40594828 0.014824445 -0.08272989 -0.001761899 -0.050327294 -0.18796608 0.5455759 -0.11410351 0.13624245 0.08179095 -0.114900574 0.08959369 -0.27284217 0.050700024 -0.22664593 -0.016226437 0.091405496 -0.24518172 0.26244706 0.43643558 -0.5091906 -0.08652981 -0.010055062 -0.051426556 0.052282684 -0.27291474 -0.15692852 0.34422553 0.21109368 1.6940163 -0.07615645 -0.0708616 -0.11118548 -0.31229267 -0.31010735 -0.16112283 0.037639886 0.059768934 -0.19171108 -0.03490985 0.16703267 0.004268843 -0.13980918 0.1786441 -0.11945991 -0.17352243 -0.011237344 -0.4169232 -0.06387686 -0.0029147407 0.0075312904 -1.719214 -0.04269319 -0.005804864
骨蒸潮熱 -0.021080002 0.43399888 0.24977183 0.20624551 0.19075458 -0.351771 -2.2561948 -0.19379272 -0.31222957 0.191874 -0.0001893658 0.55972344 -0.10120737 0.08233253 -0.20502101 -2.2575169 -0.30133355 0.43027306 0.1758085 -0.012904708 1.5874786 0.16309959 -0.20554839 -0.21710005 0.053994145 0.27816674 0.23009098 -0.11279039 -0.054833334 0.05344817 -0.08772247 0.06386002 0.17486769 0.36921424 -0.059181534 0.0137308985 -0.14645821 0.22377463 0.09298477 0.056440674 -0.23205264 -0.09795584 0.018636025 0.29311872 -0.24993213 -0.22884397 -0.001343797 0.2262707 -0.14423734 -0.09314508 -0.04333787 -0.024564898 -0.05802129 0.13597421 -0.11636841 -0.015837925 -0.21249841 -0.01290686 -0.08572478 -0.093793705 0.1290767 -0.05230784 -0.021389205 0.08067551 -0.011560664 2.2649791 0.2706487 0.06518602 0.3206533 -0.015713936 0.17402631 -0.38854402 0.23772976 0.07152025 -0.21747485 -0.23716775 0.14931461 0.19661 -0.4145252 0.1193729 0.08566024 -0.31504187 0.41552898 -0.21174607 -0.0005414655 -0.27080157 0.07117968 -2.2882245 -0.23817962 -0.019004298
腰脊強 -0.43748525 0.11531026 0.33987492 0.28023815 0.03512395 -0.22666246 -2.6159897 -0.020943617 -0.15242526 0.02387086 -0.14707573 0.24983692 -0.28211236 0.2473996 -0.32695872 -2.617271 -0.415871 -0.10939148 0.100276254 -0.22542283 1.6347116 -0.20173657 -0.07113258 -0.15094626 -0.064668916 0.20630592 0.065624475 -0.359386 -0.055272046 -0.104365885 0.037831254 0.008096401 0.030891595 -0.13478719 -0.2798482 -0.019531284 -0.33280876 0.13797878 -0.06959574 -0.07539597 -0.10954711 -0.13243014 0.39201283 0.37272847 0.047316518 0.09964471 0.11515113 0.11228002 -0.18947938 0.03503646 -0.029635804 -0.26566517 0.18370748 -0.10574361 -0.21542042 0.06993079 0.0100857355 -0.22542208 -0.037389982 -0.15262283 0.27283263 0.07367411 -0.36173096 0.19295432 0.21090445 2.6110806 0.029572757 0.03115809 -0.024362322 0.083524406 -0.122087 -0.1469323 0.107198104 -0.25241566 -0.42291752 -0.10580146 -0.24686219 0.1801961 -0.03085604 -0.0967926 -0.15675043 0.0057301363 -0.060305327 -0.36402455 -0.123813674 -0.054535553 0.11657989 -2.6350722 -0.09947163 -0.14032279
角弓反張 -0.07060333 -0.010868133 0.15661588 0.27462545 -0.2641827 -0.13397226 -1.6703928 0.18717054 0.0069070477 -0.23849827 -0.055639315 0.444625 -0.15926924 0.4847108 -0.1645919 -1.6721961 -0.12733437 0.040729288 0.25715294 0.0036264039 1.4327415 0.23254319 0.050832067 -0.10733657 -0.45941314 0.091047905 0.5626233 -0.27262315 -0.19847283 -0.059822083 0.50591695 0.11265569 0.1070441 0.0074853483 -0.29561448 -0.16699208 -0.12603298 0.07233954 -0.23056643 -0.11955403 0.006841739 -0.17978807 0.30551276 0.11260217 -0.1544963 0.3184162 0.12799594 -0.35908908 -0.058728784 0.13179053 0.56953484 -0.31393886 0.08624583 -0.099048615 0.18039349 0.028316813 -0.24371901 0.0036272106 -0.019300627 -0.15143692 -0.41714644 -0.02838258 -0.20368747 0.48386455 -0.09186817 1.6596949 -0.13756545 0.12275142 0.2553536 -0.15083863 0.038779758 0.020580819 -0.015632803 0.32033536 -0.18692723 0.016739372 -0.5764739 0.18860336 -0.0119009465 0.110184334 0.3034307 0.24625717 0.3259876 -0.50152725 -0.43137178 -0.02311251 0.08018801 -1.6895803 0.037569124 0.37993717
五勞虛損 0.17806236 0.03440696 0.038607612 -0.10911389 -0.11437056 -0.23040652 -2.8409522 -0.19416249 -0.36802652 -0.15992174 -0.2292453 0.23366302 -0.012846509 -0.06465111 -0.082947426 -2.8414614 -0.06632835 0.09671433 -0.10464789 -0.81441545 1.3848523 -0.7479174 -0.08936079 -0.50057507 -0.30394107 0.039505295 0.19852738 -0.13467601 -0.078240484 -0.11525448 -0.30599672 0.009893448 0.070765324 -0.13968177 -0.2071031 -0.172454 -0.24475944 0.49993968 0.05160049 -0.0875405 -0.5007249 -0.26232442 0.1560467 0.020661108 -0.0040841815 0.13509704 -0.20823592 0.29747447 -0.26353866 0.036908086 0.088920824 0.16018352 0.04471416 -0.062065173 -0.13728125 0.17334394 -0.24344227 -0.8144148 0.19245504 -0.023456115 -0.110508114 -0.1559073 -0.13161954 0.15748328 -0.152175 2.8404245 0.07879734 0.12090286 0.123461105 0.28854513 0.1896801 -0.044493027 0.5018824 -0.6757336 -0.25174838 -0.50122136 0.11655958 0.50369203 -0.23419507 0.32754663 0.026736446 0.32194957 -0.28092209 -0.004120147 -0.08668915 -0.103084944 -0.050579526 -2.8547869 -0.5040973 -0.0015559201
七傷乏力 -0.01107738 0.100284636 0.2230247 -0.0066987034 -0.022814797 0.07037142 -2.5867193 0.0911223 0.0117531335 0.13759173 -0.4000294 0.31292972 0.061253443 0.073787324 -0.08701117 -2.5866745 0.33196935 0.19746685 0.06353602 -0.91514903 1.3889817 -1.0580454 -0.27267796 -0.42986983 -0.0019815352 0.13897355 0.3388811 -0.11746283 -0.3054136 -0.11067317 0.042708017 -0.08435646 -0.057849243 -0.1340703 -0.457387 -0.11412022 -0.33212352 0.43632078 -0.1297334 -0.12083042 -0.4550046 -0.230633 0.2857069 0.45133278 -0.19014767 0.09410286 -0.26860046 -0.3368591 0.16361915 0.25011912 -0.06450111 -0.11506574 0.05360019 -0.15476735 -0.061774224 -0.063941725 -0.12593639 -0.91514784 -0.1642808 -0.24711797 0.15803888 -0.0713577 -0.27045783 0.26564106 -0.124193825 2.5987203 0.050579965 0.18695886 -0.07377558 -0.104584314 -0.09135785 -0.05770796 0.4472451 -1.0066056 -0.5117005 -0.44520935 0.15575664 0.41357675 0.043844655 0.20324926 -0.07219424 -0.27281213 0.0075698015 -0.03018493 -0.012664124 -0.036451418 -0.057973903 -2.6012137 -0.44675255 -0.25404036
霍亂 -0.17505534 0.08330215 0.12333308 0.77283347 0.20381491 -0.55186754 -1.0684143 -0.18637693 -0.22493531 0.7171014 0.18079531 -0.51855725 0.3717451 -0.50177205 -0.35144135 -1.0683335 -0.16257839 0.17593625 0.021719845 0.1943116 1.5365518 0.37519395 0.013773953 0.14544787 0.076591074 0.3393811 0.17418131 -0.13257927 0.004617037 0.09797127 -0.13495287 0.034371577 0.26280323 0.008819438 0.26033157 -0.19582808 0.06829523 -0.15968625 -0.13509926 0.26138616 0.21868818 -0.25067085 0.018818427 0.2421003 0.08056167 0.078664675 0.3400764 0.33164802 0.019943384 0.15723468 0.14318605 -0.4050891 -0.05825533 -0.32570595 -0.044662233 0.19852594 0.14100935 0.19431125 -0.048908636 -0.34286457 0.017179407 0.07087285 0.30582997 0.23955724 0.46016026 1.101502 -0.071936175 0.25468355 0.22115903 -0.56986606 -0.47684613 0.4019394 -0.20427342 0.3575524 0.09375258 0.20156012 -0.30468744 -0.11280853 -0.09672286 -0.14399983 0.24508387 -0.08707427 -0.084450215 -0.052590836 -0.01521987 0.11034171 0.080859534 -1.1012146 0.21609168 -0.018831536
風疹 0.023401437 0.5187481 0.26012978 0.055871006 0.10299523 -0.1406536 -1.8563573 -0.25337264 -0.21565951 -0.26609713 0.075869836 0.057226222 -0.10798181 -0.24392413 0.15723313 -1.8569009 0.13204235 -0.0013582981 0.3930413 0.040914256 1.6614527 0.2706066 -0.080853716 -0.016340023 -0.3471356 0.26079786 0.16749835 -0.21786858 -0.34009704 -0.030376324 -0.15623948 0.1628741 0.39775816 -0.19509722 -0.3910326 -0.137877 -0.09112979 0.017384037 -0.21030593 -0.23343474 -0.0260986 0.032551143 0.29398343 0.20334315 0.1506963 0.119963706 -0.05270594 -0.24922433 -0.13083562 0.21463104 0.076453775 0.075729825 -0.17390239 -0.0068393108 0.0024685424 -0.2921751 -0.14033954 0.040912747 0.2980995 -0.12971157 -0.26310948 -0.13071492 -0.1479319 0.2905464 0.019429473 1.8623829 -0.04085907 -0.43483394 -0.1785239 0.15353774 -0.2828773 -0.01736436 0.023793533 0.24221633 0.30602798 -0.024154717 -0.32556966 0.019635115 0.3929335 0.080025785 -0.16308859 -0.08287039 -0.067316726 -0.31140733 -0.00945515 -0.0693115 -0.09924664 -1.8744612 -0.02474343 -0.14425823
癔病 -0.23589498 -0.1654875 0.032650754 0.24488306 -0.0450637 -0.11416269 -1.1381787 -0.14270419 -0.13749868 -0.006662637 0.1855838 0.1749715 -0.099666245 0.4437935 0.43527845 -1.1412252 0.40413296 -0.0003803411 0.1173392 0.37736368 1.4981755 0.45976886 -0.26338834 0.04729705 -0.13912773 -0.066588104 0.14531821 0.066946134 -0.22701183 0.08741268 -0.10706321 -0.11007734 0.28612447 -0.33251843 -0.51453996 0.21270496 0.30666298 -0.068258114 -0.0270598 -0.02506875 0.13486828 -0.44149843 0.04341256 0.23166528 -0.22475004 -0.30742496 0.15029123 -0.43330747 -0.4023486 -0.13354193 0.27859807 -0.050967798 -0.10155154 -0.10814236 -0.06624305 -0.04734416 -0.25939012 0.3773644 0.08615135 -0.17091751 -0.38289046 -0.6523814 0.23029512 -0.04038702 0.11523711 1.0881727 -0.12138745 0.052284244 0.2677082 0.023880431 -0.07991324 -0.5581138 -0.12920089 0.5536425 0.33928484 0.12737842 0.0377006 -0.0036843133 -0.30237454 -0.3671698 0.021971922 0.15534388 0.4890006 0.07176523 -0.0044690706 0.113093905 -0.07590573 -1.1386914 0.14232445 0.47349066
中風不語 0.0664098 -0.5667455 0.18152972 0.40479192 -0.11089594 -0.0025904588 -1.6032629 -0.4007179 0.31985325 0.18119697 0.060261007 -0.17503299 -0.34285042 0.4207105 0.18205045 -1.6051643 0.23663089 -0.16157478 0.077422194 0.1109261 1.7286432 0.27291533 0.009604642 0.12196242 0.07789633 0.15382329 0.09992268 -0.031969342 -0.51504916 -0.1591264 -0.35317394 0.29976106 0.4077162 0.17639735 -0.27523634 -0.114924744 0.14534791 -0.13807 -0.26616624 -0.25721285 0.16651441 -0.62266856 -0.05104415 -0.47049582 -0.0413143 -0.05569826 0.025337819 0.5247508 -0.13507602 0.2656792 0.33800182 -0.1796134 0.041056085 0.4192199 -0.09521917 -0.22954139 -0.24900395 0.11092694 0.055829197 -0.30111054 -0.23605677 0.13511015 0.048679497 0.15137179 -0.20998047 1.5725981 0.32577723 0.097817965 0.08288539 0.046390735 -0.24641171 -0.52208215 -0.17418268 0.36395338 -0.3035161 0.17469917 -0.18536054 -0.08046347 0.113991596 0.12948231 0.01854796 0.42743966 0.62110204 -0.15704326 -0.71681726 0.08120185 0.09667482 -1.6057116 0.18034889 0.11945698
悲恐驚悸 -0.025403405 0.08715616 0.13873778 -0.33842263 -0.15759523 0.1604028 -2.667901 -0.13208638 -0.10149794 0.10528199 -0.35448906 0.09041697 -0.30412558 0.010910827 -0.18942963 -2.6684008 0.1312741 0.042254414 0.10595655 -0.52789664 1.3898927 -0.5987876 0.030273613 -0.49315602 -0.2809009 -0.20824109 0.10098637 -0.16542017 -0.23490754 -0.2645637 -0.04539234 0.02016052 0.041472305 0.27840897 -0.2230026 0.024572315 -0.2873631 0.5007279 -0.1938207 -0.22312443 -0.5170946 0.12292835 0.16597009 -0.0020022714 -0.088104576 -0.018348197 -0.40413415 -0.06081553 0.0058107637 0.33241907 -0.17155088 -0.10083385 0.17609593 0.13956721 0.23103803 -0.21449319 -0.061946083 -0.527896 0.27406734 -0.15856391 0.074879475 -0.029442899 -0.20425668 -0.011052315 -0.2101536 2.6410675 -0.11625184 -0.117379 -0.103599645 -0.06923753 -0.15279154 0.121759914 0.51995987 -0.64896744 -0.20886584 -0.52065116 0.10632489 0.4784561 0.1763046 0.13775772 -0.07891566 -0.04948199 -0.034846853 -0.28334367 -0.33671644 0.44167036 -0.18183082 -2.656354 -0.52472997 -0.44539502
屍厥 -0.11203733 0.30070168 -0.07627118 0.263007 0.10843999 -0.118739665 -2.2472372 -0.14298443 -0.08890366 -0.07427217 -0.23929834 -0.19062191 -0.21444541 -0.015315978 0.2746585 -2.2461224 0.0598259 -0.009120148 -0.11262175 -0.09109956 1.3518686 0.04701312 0.12406751 -0.3118466 -0.30343717 -0.29308343 -0.15570152 -0.43601814 -0.09096076 -0.22945498 0.39150256 0.5337046 0.2638987 -0.14188394 -0.31365028 -0.08041732 -0.5059126 0.31169713 -0.19894716 -0.13013525 -0.32479575 -0.1301289 0.5127663 -0.05457493 -0.23640557 0.07908227 -0.163427 0.12894794 -0.14332023 0.29735023 0.048594605 -0.011098791 0.36159495 -0.025251517 -0.016626328 -0.021317916 -0.36664188 -0.091100685 -0.2330255 -0.51073766 0.15572824 -0.36030254 -0.049990088 0.104039505 0.019523796 2.2811391 0.21288955 0.09027747 0.12140153 0.13926393 -0.23093785 0.36705667 0.31734774 -0.022440111 -0.287192 -0.3159369 -0.14693397 0.31644985 0.24488117 0.17500034 0.032578092 0.07575103 0.16610987 0.36375478 -0.34637487 -0.018689824 0.1453057 -2.266696 -0.31916618 0.13455218
脫肛 -0.42542988 -0.2369548 0.14210309 0.4586784 0.3614694 -0.3950192 -1.3344166 -0.4230508 0.18270168 0.28654817 0.3670597 -0.107042976 -0.09631398 -0.637876 0.45395675 -1.3319198 -0.011937244 0.05955179 0.04056267 0.41961402 1.3986168 0.42413667 0.6346175 0.18287185 -0.12780127 -0.40944022 -0.017127339 0.11424249 0.22829483 0.20750739 0.42765743 0.09221393 -0.32386565 -0.17332442 -0.107799724 -0.4917347 0.12427213 -0.21068448 0.43401566 0.0453472 0.30954728 0.5494676 -0.21268745 0.14697544 -0.028260622 -0.21745898 0.4794673 -0.25583163 -0.12401282 -0.17273045 0.24516706 0.34188983 0.13992192 -0.012123025 -0.7181598 0.19027387 -0.22959916 0.41961464 -0.049308006 -0.16628507 -0.2328811 0.27249792 0.22732328 0.24579576 0.46977705 1.3803341 -0.14320587 -0.23177277 -0.14977682 0.009666672 -0.03810244 0.21261352 -0.29087114 0.5978672 0.38779792 0.2858098 -0.2915574 -0.119362846 -0.32236436 -0.1665646 0.34534138 0.037312433 -0.0021413523 -0.3123647 -0.6414974 0.26308712 0.1595223 -1.3387593 0.30766863 0.52769595
面赤腫 0.001936638 -0.12942304 -0.023190772 -0.20244993 -0.04507428 0.015423519 -2.343905 -0.18102244 -0.06039819 0.09896792 -0.41700003 0.4167974 0.112749256 0.34926423 -0.114183284 -2.347274 -0.33409247 -0.16153866 0.0045612142 -0.2990592 1.6047853 0.08109874 0.05223288 -0.3008386 -0.22638175 0.45992762 -0.16164021 -0.3128065 -0.34879246 -0.16823496 -0.53170943 -0.06419511 0.24096744 -0.0618041 -0.39640477 -0.023156876 -0.07472283 0.30784866 -0.5861679 -0.3867527 -0.3345933 -0.3491808 0.4777407 -0.07645397 -0.32109082 0.137496 -0.24460056 0.15677893 0.013744828 0.31986818 0.33406207 -0.084775805 0.13723813 -0.030830018 -0.11601841 -0.2640031 -0.25364113 -0.29905978 -0.25996757 -0.08676131 0.040921837 -0.33715048 -0.31297237 0.13361219 -0.05797932 2.3008559 -0.057277087 0.13164724 -0.2941852 0.26351464 -0.22975095 0.24516408 0.3265993 0.06724517 -0.15991648 -0.3246267 -0.08757123 0.28389552 0.29989663 -0.0662952 -0.46766752 -0.2539514 0.27452227 -0.17772116 -0.24758835 -0.38990262 0.079040244 -2.3600488 -0.33034277 -0.18223444
鼻痔 -0.052542947 0.15408398 0.2500446 -0.02484702 0.27343035 -0.13797875 -2.869056 -0.13335072 -0.3685591 0.070424944 -0.24529633 0.24156228 -0.06842124 0.14912719 -0.017261447 -2.8698258 -0.12688011 -0.070531204 -0.009434002 -0.73068535 1.2197877 -0.7872332 0.4197967 -0.4917013 -0.023349231 0.14867415 -0.2587704 -0.40240535 -0.26433232 -0.021529222 -0.1131704 0.14852047 0.14918232 -0.030614272 -0.37508824 -0.25945252 -0.18793912 0.4802588 -0.17797935 -0.21588548 -0.4554465 -0.113719806 0.457123 0.11305359 -0.10220004 0.106420405 -0.13818026 0.0944593 0.06515219 0.039093364 0.06569488 0.050847635 0.18185987 0.060894445 -0.3346792 -0.004173159 -0.050756227 -0.7306844 -0.34794736 -0.12107312 0.056287795 -0.1419258 -0.2241109 -0.27410692 0.11861409 2.8439913 0.0042786705 -0.20889033 -0.0107599655 0.27948037 0.00371497 0.10707356 0.4529304 -0.8151862 -0.75336677 -0.45158452 -0.07446516 0.5229216 0.43545353 0.27236992 -0.36090112 0.03696906 -0.0073676286 -0.15795594 -0.29156005 -0.07278403 -0.076334365 -2.8627658 -0.44707158 -0.3875221
鼻癰 0.10831146 0.010849591 -0.010060605 -0.059866004 0.003780553 0.10105736 -2.5685048 -0.14432234 -0.03449201 0.12484744 -0.26553103 -0.08058605 -0.01310982 -0.050835907 -0.3781622 -2.5700433 -0.06069435 -0.078961916 0.07397366 -0.61558336 1.6400721 -0.6104972 0.10163478 -0.42024106 -0.10363073 0.074448995 0.11961612 -0.05391704 0.018118395 -0.17036802 0.0080866115 0.058278404 -0.045575216 -0.0607923 -0.35368675 0.07078848 -0.047471017 0.42265642 -0.14072922 -0.24449746 -0.4289144 -0.13990006 0.1824057 -0.24209994 -0.10035414 -0.038873374 -0.228873 0.2909993 0.18394752 -0.06767881 0.113639675 -0.019991934 0.062352784 -0.03419386 -0.3509807 -0.021309214 -0.14283861 -0.6155813 -0.02058589 -0.26096246 0.2011095 -0.22865406 -0.64276326 -0.059690196 -0.19677666 2.5529463 -0.11097769 -0.5548916 0.26853815 0.10512047 -0.11399381 -0.03980313 0.4214136 -0.67618906 -0.46842554 -0.420117 -0.06232295 0.40811762 0.17069167 -0.012668838 -0.20337763 -0.115972005 0.19268511 -0.029005183 -0.29317302 0.14610289 0.018315865 -2.5794983 -0.419638 -0.17548998
淚出 -0.30504787 -0.031105056 0.1426284 0.051286176 -0.21686552 -0.012108214 -2.2560625 0.14236231 -0.009273515 0.0171303 -0.2774806 0.48820907 0.047203388 0.16621335 -0.07688503 -2.256742 0.23822726 -0.05898091 -0.15521911 -0.35552102 1.3501183 -0.20721512 0.22489972 -0.34937653 0.1121439 0.15928811 0.15070875 0.0139875915 -0.20846145 -0.31452084 0.17305651 0.055536922 -0.021643369 -0.15643603 -0.21721014 -0.19906418 -0.08102063 0.33934993 -0.3810015 -0.3202133 -0.31614196 -0.07644703 0.041760005 0.17922798 -0.38297787 -0.03431362 -0.29826602 -0.08053455 0.36523408 0.20101374 0.17776509 -0.08482497 0.40131515 0.016105495 -0.21068572 -0.048424635 -0.024427984 -0.35552165 0.12819818 -0.11450711 0.13831536 0.016055586 -0.22235523 0.19546011 0.00025408837 2.2365131 -0.018676134 0.040174402 0.089972876 -0.16933043 -0.053065892 -0.009215354 0.31367683 -0.25615188 -0.102508865 -0.31371117 -0.06603527 0.3711553 -0.07283603 0.047672257 -0.15536636 -0.044693056 0.1057569 -0.17809317 -0.11514275 0.099035166 -0.007073101 -2.2524629 -0.30699387 -0.07461439
